Movie_id	Reviewer_id	Reviewer_rating	Review_date	Review_text
1211956	Jerghal	7	20140226	Give it a chance
0088763	ivo-cobra8	10.0	20170417	A classic masterpiece the original the only best my favorite time travel film of all time
0103064	SeminolePhenom	10.0	20151014	Words cannot describe the greatness of this movie
0110413	Methos-7	10.0	19990516	Gripping story with well-crafted characters
0114814	TIDQ	10.0	20040908	The most enjoyment you'll have seeing a movie for the *second* time
0172495	Spikeopath	10.0	20140806	They said you were a giant. They said you can crush a man's skull with one hand.
0253474	Smells_Like_Cheese	10.0	20041101	Excellent, depressing, but excellent
0381681	FilmBuff77	10.0	20041119	Absolutely fantastic. Easily the best film of the year.
0477348	chaswe-28402	10.0	20180301	Marvellous Ending
1130884	ruhsa	10.0	20170924	The movie is perfect psycho drama
1386697	elie-md	7.0	20160801	Good movie but it could've been better
6320628	khelfrich-71019	10.0	20190913	Great movie if you're 8 yrs old
3783958	Marcus_Markou	10.0	20161010	My Most Memorable Cinematic Experience Since Star Wars - when I was six
3397884	lbunyak	9.0	20191112	Non-stop
1038988	teresaband	9.0	20080224	I was a wreck after watching this (ho ho)
1270797	GuanXing	9.0	20181003	Very fun movie
0259324	mystywolf	9.0	20070218	Somewhere Between X-Men and Spiderman
2036416	Mikaban-315-449138	10.0	20120311	Wonderful moment....
0328107	bt-wells99-1	9.0	20100204	Underrated and ignored, but a bit of a classic
0277027	alphabettysoup	10.0	20020701	stunning performances
1637688	skepsci	5.0	20111030	Time is wasting and you may want your time back at the end of the film
0120804	enekephalian07	8	20050116	Good survival horror
0318627	Darth_Nebuchadnezzr	6	20040930	Apocalypse' doesn't do everything wrong, but it certainly doesn't do everything right.
0432021	otaku_miroku	8	20070921	A lot better than I expected!
1220634	manjodude	6	20110822	Resident Evil(series) needs Fresh Blood or R.I.P.!
0458525	DavidSim240183	9	20090508	Wolverine claws his way back on to the big screen
1430132	chunkmeal2	3	20130127	WORST X-men movie ever (by far).
1855325	m-a-elsewhere	6	20130203	Should be titled Resident Evil: Boss Battles
2592614	jamgood-842-440804	5	20170301	A big let down for me.
3315342	badmanlykme	10	20170218	Logan is everything you wanted it to be and more
1046173	serennishiyama	7	20090809	The critics should remove the stick!
0232500	baumer	8	20010625	Every summer a film comes around that takes everyone by surprise.
0322259	masonsaul	6	20190726	It's not as good as the first and repeats the first film's plot but 2 Fast 2 Furious is still fun due to great performances from Paul Walker and Tyrese Gibson and their great chemistry. The enjoyable and over the top action helps as well.
0463985	CinemaCocoa	8	20170413	Branching away from any original cast members of the first two films, thankfully, Tokyo Drift provides a refreshingly new look to the fanchise.
1013752	ccthemovieman-1	7	20090819	This is one of these 107-minute testosterone movies guys crave every once in awhile, some more than others. Being a somewhat-old guy, I don't look as these as often anymore but every once in awhile it's fun to kick back and just watch fast cars, loose women, wild action and fairly-brainless film.
1049413	michael11391	10	20090521	What can I say about Pixar? Amazing?? Perfect?? Got to see this at the Cannes Film Festival in France (went on a trip with my family) and Pixar gives us another instant classic: Up.
1596343	CMTiago	9	20130826	Without a shadow of a doubt, The Fast And Furious Franchise reaches it's peak in this installment with breathtaking action and a sense of friendship and brotherhood shared by the lead characters.
1905041	ivo-cobra8	10	20150817	Fast & Furious 6 (2013) is the best of the best Action film in the series franchise! It's Justin Lin's Masterpiece and I love it to death.
2820852	ivo-cobra8	7	20170815	One last ride - not a bad action flick i like it
4630562	BiiivAL	8	20180609	Blockbuster-soap opera with elements of comedy
6806448	akcenat	7	20191003	Adrenaline-fueled ride absurd in terms of its believability but fun
